method,path,actual_defined_at,contract_refs,presence,wire_version_face,directory_consumption,upstream_call,projection,etag_vary,cache_dedup,traffic_bucket,interface_map_refs,test_files,actual_supported_versions,contract_supported_versions,actual_error_codes_local,contract_error_codes_local,actual_error_codes_inherited,contract_error_codes_inherited,actual_feature_gate,contract_feature_gate,actual_has_boundary,contract_has_boundary
GET,/slimapi/vcs/status,src/oc_slimapi/routes/read_groups.py:201,v3:§10.a,both,dual,query,GET /vcs/status,none,启用 +Vary: Accept-Encoding,none,vcs,INTERFACE_MAP.md:43,test_access_log.py|test_access_log_v3_fields.py|test_actions.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py,v3|v4,v3|v4,response_too_large|upstream_unavailable,response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
GET,/slimapi/versions,src/oc_slimapi/routes/versions.py:135,v3:§2|v3:§3|v3:§3a|v3:§8|v3:§11|v4:§2|v4:§3.1|v4:§3.3|v4:§7|v4:§10,both,none,tolerant,NO_UPSTREAM_IO,none,no-store 无 ETag（豁免路由）,none,other,INTERFACE_MAP.md:14|INTERFACE_MAP.md:28|INTERFACE_MAP.md:95,test_access_log.py|test_access_log_v3_fields.py|test_config.py|test_errors.py|test_events_tokens.py|test_expand_config.py|test_health.py|test_health_dual_view.py|test_messages_routes.py|test_metrics.py|test_metrics_replay_block.py|test_readiness_gating_integration.py,none,none,method_not_allowed,method_not_allowed,NONE,NONE,NONE,NONE,NO,NO
PATCH,/slimapi/session/{session_id},src/oc_slimapi/routes/write_groups.py:262,v3:§10.a|v3:§10.b|v4:§3.3|v4:§5.2|v4:§10|v4:§13|v4:§16|v4:§16.1|v4:§16.2,both,dual,query,PATCH /session/{id},none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:26|INTERFACE_MAP.md:27|INTERFACE_MAP.md:28|INTERFACE_MAP.md:30|INTERFACE_MAP.md:31|INTERFACE_MAP.md:32,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,YES,YES
POST,/slimapi/actions/{name},src/oc_slimapi/routes/actions.py:140,NONE,both,dual,tolerant,NO_UPSTREAM_IO（本地子进程）,none,no-store,none,other,INTERFACE_MAP.md:74|INTERFACE_MAP.md:75|INTERFACE_MAP.md:99,test_actions.py|test_actions_routes.py|test_method_boundary_v4.py|test_post_actions_v4.py|test_readiness_gating_integration.py|test_v3_rawbody_regression.py|test_versions_readiness.py,v3|v4,v3|v4,action_busy|action_confirm_required|action_not_found|action_throttled|action_timeout|action_unavailable|actions_disabled|invalid_request_body|request_too_large,action_busy|action_confirm_required|action_not_found|action_throttled|action_timeout|action_unavailable|actions_disabled|invalid_request_body|request_too_large,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,YES,YES
POST,/slimapi/question/{request_id}/reject,src/oc_slimapi/routes/write_groups.py:473,v3:§10.b,both,dual,query,POST /question/{rid}/reject,none,no-store（写路由不启用 ETag）,none,write_question,INTERFACE_MAP.md:69,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_children_routes.py|test_config.py|test_cursor_matrix.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/question/{request_id}/reply,src/oc_slimapi/routes/write_groups.py:465,v3:§10.b,both,dual,query,POST /question/{rid}/reply,none,no-store（写路由不启用 ETag）,none,write_question,INTERFACE_MAP.md:68,test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b4_allowlist.py|test_config.py|test_directories_routes.py|test_gzip_negotiation.py|test_hub.py|test_hub_behavior_lock.py|test_messages_routes.py|test_permissions.py|test_questions_coalesce.py|test_questions_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session,src/oc_slimapi/routes/write_groups.py:256,v3:§4|v3:§6|v3:§10.a|v3:§10.b|v4:§2|v4:§3.3|v4:§4|v4:§4.1|v4:§4.6|v4:§5.2|v4:§7|v4:§10|v4:§13|v4:§16|v4:§16.1|v4:§16.2|v4:§17,both,dual,query,POST /session,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:7|INTERFACE_MAP.md:25|INTERFACE_MAP.md:26|INTERFACE_MAP.md:27|INTERFACE_MAP.md:28|INTERFACE_MAP.md:30,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id},src/oc_slimapi/routes/write_groups.py:325,v3:§10.a|v3:§10.b|v4:§3.3|v4:§5.2|v4:§10|v4:§13|v4:§16|v4:§16.1|v4:§16.2,both,v4,query,PATCH /session/{id}（等效）,none,no-store,none,write_session,INTERFACE_MAP.md:26|INTERFACE_MAP.md:27|INTERFACE_MAP.md:28|INTERFACE_MAP.md:30|INTERFACE_MAP.md:31|INTERFACE_MAP.md:32,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v4,v4,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|method_not_applicable|unsupported_version,session.post-actions.v4,session.post-actions.v4,YES,YES
POST,/slimapi/session/{session_id}/abort,src/oc_slimapi/routes/write_groups.py:425,v3:§10.b,both,dual,query,POST /session/{id}/abort,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:58,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/agent,src/oc_slimapi/routes/write_groups.py:517,v3:§10.b,both,dual,tolerant,POST /api/session/{id}/agent,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:62,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/archive,src/oc_slimapi/routes/write_groups.py:342,v4:§3.3|v4:§10|v4:§16|v4:§16.1|v4:§16.2,both,v4,query,PATCH /session/{id}（等效；缺省合成 archived ms）,none,no-store,none,write_session,INTERFACE_MAP.md:55,test_access_log.py|test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py,v4,v4,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|method_not_applicable|unsupported_version,session.post-actions.v4,session.post-actions.v4,YES,YES
POST,/slimapi/session/{session_id}/command,src/oc_slimapi/routes/write_groups.py:481,v3:§10.b,both,dual,query,POST /session/{id}/command,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:70,test_access_log_v3_fields.py|test_actions.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/delete,src/oc_slimapi/routes/write_groups.py:398,v4:§3.3|v4:§10|v4:§16|v4:§16.1|v4:§16.2,both,v4,query,DELETE /session/{id}（等效；实体原样转发）,none,no-store,none,write_session,INTERFACE_MAP.md:56,test_access_log.py|test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py,v4,v4,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,request_too_large|response_too_large|thin_route_not_found|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|method_not_applicable|unsupported_version,session.post-actions.v4,session.post-actions.v4,NO,NO
POST,/slimapi/session/{session_id}/fork,src/oc_slimapi/routes/write_groups.py:440,v3:§10.b,both,dual,query,POST /session/{id}/fork,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:60,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/model,src/oc_slimapi/routes/write_groups.py:531,v3:§10.b,both,dual,tolerant,POST /api/session/{id}/model,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:63,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/permissions/{permission_id},src/oc_slimapi/routes/write_groups.py:455,v3:§10.b,both,dual,query,POST /session/{id}/permissions/{pid},none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:67,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/prompt_async,src/oc_slimapi/routes/write_groups.py:417,v3:§10.b,both,dual,query,POST /session/{id}/prompt_async,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:57,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/revert,src/oc_slimapi/routes/write_groups.py:448,v3:§10.b,both,dual,query,POST /session/{id}/revert,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:61|INTERFACE_MAP.md:64|INTERFACE_MAP.md:65|INTERFACE_MAP.md:66,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/revert/clear,src/oc_slimapi/routes/write_groups.py:560,v3:§10.b,both,dual,tolerant,POST /api/session/{id}/revert/clear,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:65,test_access_log.py|test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/revert/commit,src/oc_slimapi/routes/write_groups.py:573,v3:§10.b,both,dual,tolerant,POST /api/session/{id}/revert/commit,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:66,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/revert/stage,src/oc_slimapi/routes/write_groups.py:545,v3:§10.b,both,dual,tolerant,POST /api/session/{id}/revert/stage,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:64,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,invalid_version_selector|unsupported_version,invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
POST,/slimapi/session/{session_id}/summarize,src/oc_slimapi/routes/write_groups.py:432,v3:§10.b,both,dual,query,POST /session/{id}/summarize,none,no-store（写路由不启用 ETag）,none,write_session,INTERFACE_MAP.md:59,test_access_log_v3_fields.py|test_actions_routes.py|test_agent_routes.py|test_b1a_digest_changed.py|test_b1b_sweep_shadow.py|test_b2_merged_text_compat.py|test_b4_allowlist.py|test_b4_new_routes.py|test_batch3_lifecycle.py|test_catalog_cache.py|test_check_routes_doc.py|test_children_routes.py,v3|v4,v3|v4,request_too_large|response_too_large|upstream_unavailable,request_too_large|response_too_large|upstream_unavailable,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,directory_conflict|directory_header_retired|invalid_directory_selector|invalid_version_selector|unsupported_version,NONE,NONE,NO,NO
