method,path,behavior
POST,/slimapi/session/{session_id}/revert,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/revert,error_invalid_version_selector
POST,/slimapi/session/{session_id}/revert,error_request_too_large
POST,/slimapi/session/{session_id}/revert,error_response_too_large
POST,/slimapi/session/{session_id}/revert,error_unsupported_version
POST,/slimapi/session/{session_id}/revert,error_upstream_unavailable
POST,/slimapi/session/{session_id}/revert/clear,happy_path
POST,/slimapi/session/{session_id}/revert/clear,v3_face
POST,/slimapi/session/{session_id}/revert/clear,v4_face
POST,/slimapi/session/{session_id}/revert/clear,error_invalid_version_selector
POST,/slimapi/session/{session_id}/revert/clear,error_request_too_large
POST,/slimapi/session/{session_id}/revert/clear,error_response_too_large
POST,/slimapi/session/{session_id}/revert/clear,error_unsupported_version
POST,/slimapi/session/{session_id}/revert/clear,error_upstream_unavailable
POST,/slimapi/session/{session_id}/revert/commit,happy_path
POST,/slimapi/session/{session_id}/revert/commit,v3_face
POST,/slimapi/session/{session_id}/revert/commit,v4_face
POST,/slimapi/session/{session_id}/revert/commit,error_invalid_version_selector
POST,/slimapi/session/{session_id}/revert/commit,error_request_too_large
POST,/slimapi/session/{session_id}/revert/commit,error_response_too_large
POST,/slimapi/session/{session_id}/revert/commit,error_unsupported_version
POST,/slimapi/session/{session_id}/revert/commit,error_upstream_unavailable
POST,/slimapi/session/{session_id}/revert/stage,happy_path
POST,/slimapi/session/{session_id}/revert/stage,v3_face
POST,/slimapi/session/{session_id}/revert/stage,v4_face
POST,/slimapi/session/{session_id}/revert/stage,error_invalid_version_selector
POST,/slimapi/session/{session_id}/revert/stage,error_request_too_large
POST,/slimapi/session/{session_id}/revert/stage,error_response_too_large
POST,/slimapi/session/{session_id}/revert/stage,error_unsupported_version
POST,/slimapi/session/{session_id}/revert/stage,error_upstream_unavailable
POST,/slimapi/session/{session_id}/summarize,happy_path
POST,/slimapi/session/{session_id}/summarize,v3_face
POST,/slimapi/session/{session_id}/summarize,v4_face
POST,/slimapi/session/{session_id}/summarize,error_directory_conflict
POST,/slimapi/session/{session_id}/summarize,error_directory_header_retired
POST,/slimapi/session/{session_id}/summarize,error_invalid_directory_selector
POST,/slimapi/session/{session_id}/summarize,error_invalid_version_selector
POST,/slimapi/session/{session_id}/summarize,error_request_too_large
POST,/slimapi/session/{session_id}/summarize,error_response_too_large
POST,/slimapi/session/{session_id}/summarize,error_unsupported_version
POST,/slimapi/session/{session_id}/summarize,error_upstream_unavailable
