method,path,family,side,wire_version,feature_id,feature_state,applicable,error_codes,evidence_ref
GET,/slimapi/vcs/status,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
GET,/slimapi/vcs/status,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
GET,/slimapi/vcs/status,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
GET,/slimapi/vcs/status,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
GET,/slimapi/vcs/status,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
GET,/slimapi/vcs/status,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
GET,/slimapi/versions,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
GET,/slimapi/versions,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
GET,/slimapi/versions,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
GET,/slimapi/versions,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
GET,/slimapi/versions,selector_version_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:549-636
GET,/slimapi/versions,selector_version_400,contract,none,NONE,none,0,NONE,v3:§2|v4:§2
PATCH,/slimapi/session/{session_id},directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
PATCH,/slimapi/session/{session_id},directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
PATCH,/slimapi/session/{session_id},middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
PATCH,/slimapi/session/{session_id},middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
PATCH,/slimapi/session/{session_id},selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
PATCH,/slimapi/session/{session_id},selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/actions/{name},directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/actions/{name},directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/actions/{name},middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/actions/{name},middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/actions/{name},selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/actions/{name},selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/question/{request_id}/reject,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/question/{request_id}/reject,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/question/{request_id}/reject,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/question/{request_id}/reject,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/question/{request_id}/reject,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/question/{request_id}/reject,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/question/{request_id}/reply,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/question/{request_id}/reply,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/question/{request_id}/reply,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/question/{request_id}/reply,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/question/{request_id}/reply,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/question/{request_id}/reply,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id},directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id},directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id},method_boundary_405,actual,v4,session.post-actions.v4,on,0,NONE,src/oc_slimapi/selector.py:257-266(现行 satisfied)
POST,/slimapi/session/{session_id},method_boundary_405,contract,v4,session.post-actions.v4,off,1,method_not_applicable,v4:§16.1|§16.3
POST,/slimapi/session/{session_id},method_boundary_405,contract,v4,session.post-actions.v4,on,0,NONE,v4:§16.2
POST,/slimapi/session/{session_id},middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id},middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id},selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id},selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/abort,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/abort,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/abort,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/abort,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/abort,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/abort,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/agent,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/session/{session_id}/agent,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/session/{session_id}/agent,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/agent,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/agent,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/agent,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/archive,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/archive,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/archive,method_boundary_405,actual,v4,session.post-actions.v4,on,0,NONE,src/oc_slimapi/selector.py:257-266(现行 satisfied)
POST,/slimapi/session/{session_id}/archive,method_boundary_405,contract,v4,session.post-actions.v4,off,1,method_not_applicable,v4:§16.1|§16.3
POST,/slimapi/session/{session_id}/archive,method_boundary_405,contract,v4,session.post-actions.v4,on,0,NONE,v4:§16.2
POST,/slimapi/session/{session_id}/archive,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/archive,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/archive,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/archive,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/command,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/command,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/command,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/command,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/command,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/command,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/delete,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/delete,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/delete,method_boundary_405,actual,v4,session.post-actions.v4,on,0,NONE,src/oc_slimapi/selector.py:257-266(现行 satisfied)
POST,/slimapi/session/{session_id}/delete,method_boundary_405,contract,v4,session.post-actions.v4,off,1,method_not_applicable,v4:§16.1|§16.3
POST,/slimapi/session/{session_id}/delete,method_boundary_405,contract,v4,session.post-actions.v4,on,0,NONE,v4:§16.2
POST,/slimapi/session/{session_id}/delete,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/delete,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/delete,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/delete,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/fork,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/fork,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/fork,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/fork,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/fork,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/fork,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/model,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/session/{session_id}/model,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/session/{session_id}/model,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/model,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/model,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/model,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/permissions/{permission_id},directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/permissions/{permission_id},directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/permissions/{permission_id},middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/permissions/{permission_id},middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/permissions/{permission_id},selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/permissions/{permission_id},selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/prompt_async,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/prompt_async,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/prompt_async,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/prompt_async,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/prompt_async,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/prompt_async,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/revert,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/revert,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/revert,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/revert,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/revert/clear,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/session/{session_id}/revert/clear,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/session/{session_id}/revert/clear,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/clear,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/clear,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/revert/clear,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/revert/commit,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/session/{session_id}/revert/commit,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/session/{session_id}/revert/commit,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/commit,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/commit,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/revert/commit,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/revert/stage,directory_consumption_400,actual,none,NONE,none,0,NONE,src/oc_slimapi/selector.py:656-660
POST,/slimapi/session/{session_id}/revert/stage,directory_consumption_400,contract,none,NONE,none,0,NONE,v3:§5(宽容集)
POST,/slimapi/session/{session_id}/revert/stage,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/stage,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/revert/stage,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/revert/stage,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
POST,/slimapi/session/{session_id}/summarize,directory_consumption_400,actual,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,src/oc_slimapi/selector.py:641-704
POST,/slimapi/session/{session_id}/summarize,directory_consumption_400,contract,none,NONE,none,1,invalid_directory_selector|directory_conflict|directory_header_retired,v3:§5|v4:§5
POST,/slimapi/session/{session_id}/summarize,middleware_generic,actual,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/summarize,middleware_generic,contract,none,NONE,none,0,NONE,src/oc_slimapi/middleware/request_id.py|middleware/traffic_accounting.py
POST,/slimapi/session/{session_id}/summarize,selector_version_400,actual,none,NONE,none,1,unsupported_version|invalid_version_selector,src/oc_slimapi/selector.py:549-636
POST,/slimapi/session/{session_id}/summarize,selector_version_400,contract,none,NONE,none,1,unsupported_version|invalid_version_selector,v3:§2|v4:§2
